name,source,region,number_of_games,start_date,end_date
LEC Spring 2022,https://gol.gg/tournament/tournament-stats/LEC%20Spring%202022/,EUW,90,2022-01-14,2022-03-06
EBL Spring 2022,https://gol.gg/tournament/tournament-stats/EBL%20Spring%202022/,RS,56,2022-01-17,2022-03-03
Hitpoint Masters Spring 2022,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Spring%202022/,CZ,56,2022-01-17,2022-03-03
Elite Series Spring 2022,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Spring%202022/,BE,56,2022-01-17,2022-03-02
LPLOL Spring 2022,https://gol.gg/tournament/tournament-stats/LPLOL%20Spring%202022/,PT,56,2022-01-17,2022-03-02
PG Nationals Spring 2022,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Spring%202022/,IT,56,2022-01-18,2022-03-02
GLL Spring 2022,https://gol.gg/tournament/tournament-stats/GLL%20Spring%202022/,GR,56,2022-01-17,2022-03-01
Prime League Spring 2022,https://gol.gg/tournament/tournament-stats/Prime%20League%20Spring%202022/,DE,90,2022-01-11,2022-02-24
LCL Spring 2022,https://gol.gg/tournament/tournament-stats/LCL%20Spring%202022/,CIS,16,2022-02-12,2022-02-20
LCS Lock In 2022,https://gol.gg/tournament/tournament-stats/LCS%20Lock%20In%202022/,NA,39,2022-01-14,2022-01-30
Demacia Cup 2021,https://gol.gg/tournament/tournament-stats/Demacia%20Cup%202021/,CN,66,2021-12-17,2021-12-26
Kespa Cup 2021,https://gol.gg/tournament/tournament-stats/Kespa%20Cup%202021/,KR,39,2021-12-10,2021-12-12
Worlds Main Event 2023,https://gol.gg/tournament/tournament-stats/Worlds%20Main%20Event%202023/,WR,79,2023-10-19,2023-11-19
Worlds Play-In 2023,https://gol.gg/tournament/tournament-stats/Worlds%20Play-In%202023/,WR,31,2023-10-10,2023-10-15
Worlds Qualifying Series 2023,https://gol.gg/tournament/tournament-stats/Worlds%20Qualifying%20Series%202023/,WR,3,2023-10-09,2023-10-09
LFL Promotion 2024,https://gol.gg/tournament/tournament-stats/LFL%20Promotion%202024/,WR,14,2023-09-19,2023-09-22
SuperLiga Promotion 2024,https://gol.gg/tournament/tournament-stats/SuperLiga%20Promotion%202024/,WR,22,2023-09-11,2023-09-22
Prime League Promotion 2024,https://gol.gg/tournament/tournament-stats/Prime%20League%20Promotion%202024/,WR,18,2023-09-12,2023-09-21
LFL Promotion 2024,https://gol.gg/tournament/tournament-stats/LFL%20Promotion%202024/,FR,4,2023-09-18,2023-09-18
LEC Season Finals 2023,https://gol.gg/tournament/tournament-stats/LEC%20Season%20Finals%202023/,EUW,33,2023-08-19,2023-09-10
CBLOL Split 2 Playoffs 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%202%20Playoffs%202023/,BR,32,2023-08-11,2023-09-09
PCS Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/PCS%20Summer%20Playoffs%202023/,WR,47,2023-08-11,2023-09-09
VCS Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/VCS%20Summer%20Playoffs%202023/,VN,43,2023-08-12,2023-09-09
EMEA Masters Summer 2023,https://gol.gg/tournament/tournament-stats/EMEA%20Masters%20Summer%202023/,WR,77,2023-08-21,2023-09-08
CBLOL Academy Split 2 Playoffs 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%202%20Playoffs%202023/,BR,34,2023-08-14,2023-09-02
LCK Regional Finals 2023,https://gol.gg/tournament/tournament-stats/LCK%20Regional%20Finals%202023/,KR,11,2023-08-24,2023-08-26
LLA Closing Playoffs 2023,https://gol.gg/tournament/tournament-stats/LLA%20Closing%20Playoffs%202023/,LAT,34,2023-07-25,2023-08-26
LCK CL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Summer%20Playoffs%202023/,KR,31,2023-08-07,2023-08-22
LCK Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LCK%20Summer%20Playoffs%202023/,KR,31,2023-08-08,2023-08-20
LCS Championship 2023,https://gol.gg/tournament/tournament-stats/LCS%20Championship%202023/,NA,49,2023-07-27,2023-08-20
LJL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LJL%20Summer%20Playoffs%202023/,JP,40,2023-07-22,2023-08-20
EMEA Masters Play-In Summer 2023,https://gol.gg/tournament/tournament-stats/EMEA%20Masters%20Play-In%20Summer%202023/,WR,60,2023-08-14,2023-08-17
LFL Div2 Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Summer%20Playoffs%202023/,FR,26,2023-07-31,2023-08-13
EBL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/EBL%20Summer%20Playoffs%202023/,RS,15,2023-07-26,2023-08-12
Elite Series Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Summer%20Playoffs%202023/,BE,15,2023-08-01,2023-08-12
Prime League Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%20Summer%20Playoffs%202023/,DE,20,2023-07-26,2023-08-12
SuperLiga Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%20Summer%20Playoffs%202023/,ES,24,2023-07-25,2023-08-12
TCL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/TCL%20Summer%20Playoffs%202023/,TR,25,2023-07-25,2023-08-12
Ultraliga Season 10 Playoffs 2023,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%2010%20Playoffs%202023/,PL,23,2023-07-25,2023-08-12
Arabian League Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/Arabian%20League%20Summer%20Playoffs%202023/,AL,17,2023-08-08,2023-08-11
LFL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LFL%20Summer%20Playoffs%202023/,FR,22,2023-08-02,2023-08-11
SuperLiga 2nd Div Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%202nd%20Div%20Summer%20Playoffs%202023/,ES,25,2023-07-31,2023-08-11
NACL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/NACL%20Summer%20Playoffs%202023/,NA,39,2023-07-22,2023-08-09
Prime League 2nd Div Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%202nd%20Div%20Summer%20Playoffs%202023/,DE,26,2023-07-31,2023-08-09
CBLOL Academy Split 2 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%202%202023/,BR,90,2023-06-12,2023-08-08
LPL Regional Finals 2023,https://gol.gg/tournament/tournament-stats/LPL%20Regional%20Finals%202023/,CN,13,2023-08-06,2023-08-08
PCS Summer 2023,https://gol.gg/tournament/tournament-stats/PCS%20Summer%202023/,PCS,91,2023-06-30,2023-08-07
CBLOL Split 2 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%202%202023/,BR,90,2023-06-10,2023-08-06
LCK Summer 2023,https://gol.gg/tournament/tournament-stats/LCK%20Summer%202023/,KR,206,2023-06-07,2023-08-06
VCS Summer 2023,https://gol.gg/tournament/tournament-stats/VCS%20Summer%202023/,VN,102,2023-06-23,2023-08-06
GLL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/GLL%20Summer%20Playoffs%202023/,GR,17,2023-07-18,2023-08-05
Hitpoint Masters Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Summer%20Playoffs%202023/,CZ,14,2023-07-25,2023-08-05
LPL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LPL%20Summer%20Playoffs%202023/,CN,52,2023-07-20,2023-08-05
LPLOL Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LPLOL%20Summer%20Playoffs%202023/,PT,16,2023-07-20,2023-08-05
NLC Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/NLC%20Summer%20Playoffs%202023/,EUW,16,2023-07-25,2023-08-05
PG Nationals Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Summer%20Playoffs%202023/,IT,15,2023-07-26,2023-08-05
LCK CL Summer 2023,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Summer%202023/,KR,218,2023-06-05,2023-08-04
LCO Split 2 Playoffs 2023,https://gol.gg/tournament/tournament-stats/LCO%20Split%202%20Playoffs%202023/,OCE,20,2023-07-17,2023-07-30
LEC Summer Playoffs 2023,https://gol.gg/tournament/tournament-stats/LEC%20Summer%20Playoffs%202023/,EUW,16,2023-07-24,2023-07-30
LFL Summer 2023,https://gol.gg/tournament/tournament-stats/LFL%20Summer%202023/,FR,91,2023-05-31,2023-07-27
Arabian League Summer 2023,https://gol.gg/tournament/tournament-stats/Arabian%20League%20Summer%202023/,AL,56,2023-06-13,2023-07-26
LEC Summer Groups 2023,https://gol.gg/tournament/tournament-stats/LEC%20Summer%20Groups%202023/,EUW,22,2023-07-15,2023-07-23
EBL Summer 2023,https://gol.gg/tournament/tournament-stats/EBL%20Summer%202023/,RS,56,2023-06-07,2023-07-21
Hitpoint Masters Summer 2023,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Summer%202023/,CZ,56,2023-06-06,2023-07-21
LCS Summer 2023,https://gol.gg/tournament/tournament-stats/LCS%20Summer%202023/,NA,92,2023-06-14,2023-07-21
LFL Div2 Summer 2023,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Summer%202023/,FR,91,2023-05-23,2023-07-21
PG Nationals Summer 2023,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Summer%202023/,IT,56,2023-06-08,2023-07-21
Prime League Summer 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%20Summer%202023/,DE,89,2023-06-01,2023-07-21
SuperLiga 2nd Div Summer 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%202nd%20Div%20Summer%202023/,ES,90,2023-05-31,2023-07-21
TCL Summer 2023,https://gol.gg/tournament/tournament-stats/TCL%20Summer%202023/,TR,56,2023-06-14,2023-07-21
Elite Series Summer 2023,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Summer%202023/,BE,56,2023-06-06,2023-07-20
SuperLiga Summer 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%20Summer%202023/,ES,91,2023-05-29,2023-07-20
Ultraliga Season 10 2023,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%2010%202023/,PL,90,2023-05-29,2023-07-20
LLA Closing 2023,https://gol.gg/tournament/tournament-stats/LLA%20Closing%202023/,LAT,61,2023-06-06,2023-07-19
NLC Summer 2023,https://gol.gg/tournament/tournament-stats/NLC%20Summer%202023/,EUW,56,2023-06-06,2023-07-19
Prime League 2nd Div Summer 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%202nd%20Div%20Summer%202023/,DE,90,2023-05-29,2023-07-18
LPL Summer 2023,https://gol.gg/tournament/tournament-stats/LPL%20Summer%202023/,CN,324,2023-05-29,2023-07-17
NACL Summer 2023,https://gol.gg/tournament/tournament-stats/NACL%20Summer%202023/,NA,180,2023-06-10,2023-07-17
LJL Summer 2023,https://gol.gg/tournament/tournament-stats/LJL%20Summer%202023/,JP,67,2023-06-10,2023-07-16
LPLOL Summer 2023,https://gol.gg/tournament/tournament-stats/LPLOL%20Summer%202023/,PT,56,2023-06-05,2023-07-14
GLL Summer 2023,https://gol.gg/tournament/tournament-stats/GLL%20Summer%202023/,GR,56,2023-06-05,2023-07-12
LCO Split 2 2023,https://gol.gg/tournament/tournament-stats/LCO%20Split%202%202023/,OCE,57,2023-06-05,2023-07-12
LEC Summer 2023,https://gol.gg/tournament/tournament-stats/LEC%20Summer%202023/,EUW,45,2023-06-17,2023-07-03
MSI 2023,https://gol.gg/tournament/tournament-stats/MSI%202023/,WR,76,2023-05-02,2023-05-21
EMEA Masters Spring 2023,https://gol.gg/tournament/tournament-stats/EMEA%20Masters%20Spring%202023/,WR,79,2023-04-11,2023-04-29
LCO Split 1 Stage 2 2023,https://gol.gg/tournament/tournament-stats/LCO%20Split%201%20Stage%202%202023/,OCE,41,2023-02-27,2023-04-29
LEC Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LEC%20Spring%20Playoffs%202023/,EUW,17,2023-04-17,2023-04-23
VCS Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/VCS%20Spring%20Playoffs%202023/,VN,25,2023-04-14,2023-04-23
CBLOL Academy Split 1 Playoffs 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%201%20Playoffs%202023/,BR,34,2023-03-27,2023-04-22
LEC Spring Groups 2023,https://gol.gg/tournament/tournament-stats/LEC%20Spring%20Groups%202023/,EUW,24,2023-04-08,2023-04-16
CBLOL Split 1 Playoffs 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%201%20Playoffs%202023/,BR,30,2023-03-24,2023-04-15
LJL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LJL%20Spring%20Playoffs%202023/,JP,19,2023-04-01,2023-04-15
LPL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LPL%20Spring%20Playoffs%202023/,CN,50,2023-03-30,2023-04-15
LLA Opening Playoffs 2023,https://gol.gg/tournament/tournament-stats/LLA%20Opening%20Playoffs%202023/,LAT,35,2023-03-14,2023-04-14
VCS Spring 2023,https://gol.gg/tournament/tournament-stats/VCS%20Spring%202023/,VN,139,2023-02-24,2023-04-10
LCK Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LCK%20Spring%20Playoffs%202023/,KR,33,2023-03-22,2023-04-09
LCS Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LCS%20Spring%20Playoffs%202023/,NA,30,2023-03-23,2023-04-09
PCS Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/PCS%20Spring%20Playoffs%202023/,WR,45,2023-03-23,2023-04-09
EMEA Masters Spring Play-In 2023,https://gol.gg/tournament/tournament-stats/EMEA%20Masters%20Spring%20Play-In%202023/,WR,60,2023-04-04,2023-04-07
LCK CL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LCK%20CL%20Spring%20Playoffs%202023/,KR,34,2023-03-20,2023-04-07
SuperLiga 2nd Div Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%202nd%20Div%20Spring%20Playoffs%202023/,ES,24,2023-03-22,2023-04-03
LFL Div2 Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Spring%20Playoffs%202023/,FR,24,2023-03-14,2023-04-02
NACL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/NACL%20Spring%20Playoffs%202023/,NA,82,2023-03-11,2023-04-02
EBL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/EBL%20Spring%20Playoffs%202023/,RS,18,2023-03-16,2023-04-01
GLL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/GLL%20Spring%20Playoffs%202023/,GR,17,2023-03-14,2023-04-01
LPLOL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LPLOL%20Spring%20Playoffs%202023/,PT,15,2023-03-16,2023-04-01
Prime League Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%20Spring%20Playoffs%202023/,DE,25,2023-03-16,2023-04-01
SuperLiga Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%20Spring%20Playoffs%202023/,ES,21,2023-03-14,2023-04-01
TCL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/TCL%20Spring%20Playoffs%202023/,TR,23,2023-03-22,2023-04-01
Hitpoint Masters Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Spring%20Playoffs%202023/,CZ,16,2023-03-21,2023-03-31
LFL Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/LFL%20Spring%20Playoffs%202023/,FR,21,2023-03-22,2023-03-31
PG Nationals Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Spring%20Playoffs%202023/,IT,17,2023-03-16,2023-03-31
Ultraliga Season 9 Playoffs 2023,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%209%20Playoffs%202023/,PL,21,2023-03-14,2023-03-31
Arabian League Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/Arabian%20League%20Spring%20Playoffs%202023/,AL,14,2023-03-09,2023-03-30
Elite Series Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Spring%20Playoffs%202023/,BE,16,2023-03-21,2023-03-30
Prime League 2nd Div Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%202nd%20Div%20Spring%20Playoffs%202023/,DE,24,2023-03-06,2023-03-30
NLC Spring Playoffs 2023,https://gol.gg/tournament/tournament-stats/NLC%20Spring%20Playoffs%202023/,EUW,16,2023-03-14,2023-03-28
LEC Spring Season 2023,https://gol.gg/tournament/tournament-stats/LEC%20Spring%20Season%202023/,EUW,46,2023-03-11,2023-03-27
LJL Spring 2023,https://gol.gg/tournament/tournament-stats/LJL%20Spring%202023/,JP,133,2023-01-28,2023-03-26
LPL Spring 2023,https://gol.gg/tournament/tournament-stats/LPL%20Spring%202023/,CN,329,2023-01-14,2023-03-26
CBLOL Academy Split 1 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Academy%20Split%201%202023/,BR,90,2023-01-23,2023-03-21
CBLOL Split 1 2023,https://gol.gg/tournament/tournament-stats/CBLOL%20Split%201%202023/,BR,90,2023-01-21,2023-03-19
LCK Spring 2023,https://gol.gg/tournament/tournament-stats/LCK%20Spring%202023/,KR,218,2023-01-18,2023-03-19
Hitpoint Masters Spring 2023,https://gol.gg/tournament/tournament-stats/Hitpoint%20Masters%20Spring%202023/,CZ,57,2023-01-27,2023-03-17
LCK CL 2023 Spring,https://gol.gg/tournament/tournament-stats/LCK%20CL%202023%20Spring/,KR,222,2023-01-16,2023-03-17
LCS Spring 2023,https://gol.gg/tournament/tournament-stats/LCS%20Spring%202023/,NA,93,2023-01-26,2023-03-17
SuperLiga 2nd Div Spring 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%202nd%20Div%20Spring%202023/,ES,91,2023-01-18,2023-03-17
TCL Spring 2023,https://gol.gg/tournament/tournament-stats/TCL%20Spring%202023/,TR,56,2023-01-26,2023-03-17
LFL Spring 2023,https://gol.gg/tournament/tournament-stats/LFL%20Spring%202023/,FR,90,2023-01-18,2023-03-16
Prime League Spring 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%20Spring%202023/,DE,90,2023-01-19,2023-03-14
PCS Spring 2023,https://gol.gg/tournament/tournament-stats/PCS%20Spring%202023/,PCS,92,2023-02-03,2023-03-12
Arabian League Spring 2023,https://gol.gg/tournament/tournament-stats/Arabian%20League%20Spring%202023/,AL,57,2023-02-01,2023-03-11
EBL Spring 2023,https://gol.gg/tournament/tournament-stats/EBL%20Spring%202023/,RS,56,2023-01-25,2023-03-10
LFL Div2 Spring 2023,https://gol.gg/tournament/tournament-stats/LFL%20Div2%20Spring%202023/,FR,90,2023-01-10,2023-03-10
LPLOL Spring 2023,https://gol.gg/tournament/tournament-stats/LPLOL%20Spring%202023/,PT,56,2023-01-26,2023-03-10
NLC Spring 2023,https://gol.gg/tournament/tournament-stats/NLC%20Spring%202023/,EUW,57,2023-01-24,2023-03-10
PG Nationals Spring 2023,https://gol.gg/tournament/tournament-stats/PG%20Nationals%20Spring%202023/,IT,56,2023-01-26,2023-03-10
Elite Series Spring 2023,https://gol.gg/tournament/tournament-stats/Elite%20Series%20Spring%202023/,BE,56,2023-01-24,2023-03-09
SuperLiga Spring 2023,https://gol.gg/tournament/tournament-stats/SuperLiga%20Spring%202023/,ES,90,2023-01-16,2023-03-09
GLL Spring 2023,https://gol.gg/tournament/tournament-stats/GLL%20Spring%202023/,GR,56,2023-01-24,2023-03-08
LLA Opening 2023,https://gol.gg/tournament/tournament-stats/LLA%20Opening%202023/,LAT,63,2023-01-24,2023-03-08
Ultraliga Season 9 2023,https://gol.gg/tournament/tournament-stats/Ultraliga%20Season%209%202023/,PL,91,2023-01-16,2023-03-08
NACL Spring 2023,https://gol.gg/tournament/tournament-stats/NACL%20Spring%202023/,NA,242,2023-01-21,2023-03-07
Prime League 2nd Div Spring 2023,https://gol.gg/tournament/tournament-stats/Prime%20League%202nd%20Div%20Spring%202023/,DE,90,2023-01-09,2023-03-03
LEC Winter Playoffs 2023,https://gol.gg/tournament/tournament-stats/LEC%20Winter%20Playoffs%202023/,EUW,16,2023-02-20,2023-02-26
LEC Winter Groups 2023,https://gol.gg/tournament/tournament-stats/LEC%20Winter%20Groups%202023/,EUW,24,2023-02-11,2023-02-19
LCO Split 1 2023,https://gol.gg/tournament/tournament-stats/LCO%20Split%201%202023/,OCE,28,2023-01-23,2023-02-07
LEC Winter 2023,https://gol.gg/tournament/tournament-stats/LEC%20Winter%202023/,EUW,45,2023-01-21,2023-02-06
